Account Number,Transaction Date,Transaction Description,Transaction Amount,Transaction Type,Category,Season
7157,6/19/19,"ONLINE PAYMENT, THANK YOU ",-27.16,Credit,Earning,Spring
7157,6/18/19,"ONLINE PAYMENT, THANK YOU",-554.24,Credit,Earning,Spring
7157,6/18/19,Pay with Points Statement Credit,-1.6,Credit,Earning,Spring
7157,6/18/19,Pay with Points Statement Credit ,-4.99,Credit,Earning,Spring
7157,6/16/19,MTA*MNR ETIX TICKET    877-690-5116  NY,8.5,Debit,Transportation,Spring
7157,6/16/19,POSTMATES MEMBERSHIP   8778877815    CA ,9.99,Debit,Food,Spring
7157,6/16/19,WIX.COM*461156811      8006000949    NY,432,Debit,Other,Spring
7157,6/16/19,WIX.COM*461158231      NEW YORK      NY,33.75,Debit,Other,Spring
7157,6/16/19,"ONLINE PAYMENT, THANK YOU",-907.5,Credit,Earning,Spring
7157,6/15/19,MTA*MNR ETIX TICKET    877-690-5116  NY,8.75,Debit,Transportation,Spring
7157,6/15/19,MTA*METROCARD MACHINE  NEW YORK      NY,40,Debit,Transportation,Spring
7157,6/15/19,TST* ARTICHOKE BASILLE BROOKLYN      NY,55,Debit,Food,Spring
7157,6/12/19,NEW YORK STATE DMV     YONKERS       NY,80.5,Debit,Transportation,Spring
7157,6/11/19,PAYPAL *LYFT RIDE TUE  4029357733    CA ,23.55,Debit,Transportation,Spring
7157,6/11/19,PAYPAL *LYFT RIDE TUE  4029357733    CA,92.31,Debit,Transportation,Spring
7157,6/11/19,PAYPAL *LYFT RIDE TUE  4029357733    CA,-37.72,Credit,Transportation,Spring
7157,6/10/19,POSTMATES 31373 UNO PI 8778877815    CA ,34,Debit,Food,Spring
7157,6/9/19,SIMINHOS DELI          MOUNT VERNON  NY,14.09,Debit,Food,Spring
7157,6/8/19,NEW ROCHELLE PARKNG LO NEW ROCHELLE  NY ,1,Debit,Transportation,Spring
7157,6/8/19,CRAIGSLIST.ORG         4153995200    CA ,5,Debit,Other,Spring
7157,6/8/19,REGAL CINEMAS NEW ROC  NEW ROCHELLE  NY,46.95,Debit,Entertainment,Spring
7157,6/7/19,BP#8841215MOUNT VERQPS MOUNT VERNON  NY ,45.4,Debit,Transportation,Spring
7157,6/7/19,"ONLINE PAYMENT, THANK YOU",-500,Credit,Earning,Spring
7157,6/6/19,BUFFALO WILD WINGS #32 NEW ROCHELLE  NY,65,Debit,Food,Spring
7157,6/4/19,EB UPTOWN NETWORK SUM  8014137200    CA ,6.94,Debit,Food,Spring
7157,6/4/19,REGAL CINEMAS NEW ROC  NEW ROCHELLE  NY,30.3,Debit,Entertainment,Spring
7157,6/1/19,MTA*MNR ETIX TICKET    877-690-5116  NY,25.5,Debit,Transportation,Spring
7157,5/30/19,PAYPAL *LYFT RIDE THU  4029357733    CA,6.15,Debit,Transportation,Spring
7157,5/30/19,LA BRISA MARINA INC    NEW ROCHELLE  NY,102,Debit,Food,Spring
7157,5/29/19,PAYPAL *LYFT RIDE WED  4029357733    CA,5,Debit,Transportation,Spring
7157,5/28/19,SQ *SQ *BON ME - SMITH Cambridge     MA ,1.6,Debit,Food,Spring
7157,5/28/19,PAYPAL *LYFT RIDE TUE  4029357733    CA ,7.63,Debit,Transportation,Spring
7157,5/28/19,SQ *SQ *PAVEMENT COFFE Cambridge     MA,11.77,Debit,Food,Spring
7157,5/28/19,PAYPAL *LYFT RIDE MON  4029357733    CA,28.17,Debit,Transportation,Spring
7157,5/28/19,HARVARD COOP BKST#3000 CAMBRIDGE     MA ,42.06,Debit,Shopping,Spring
7157,5/27/19,COACHRUNCOM            617-6810820   MA,16.5,Debit,Transportation,Spring
7157,5/27/19,PYS*0000000000 FIDELI  888-3433547   NY,20,Debit,Health,Spring
7157,5/27/19,GREYHOUND #4146        214-849-8966  TX,47.5,Debit,Transportation,Spring
7157,5/26/19,"ONLINE PAYMENT, THANK YOU",-936.53,Credit,Earning,Spring
7157,5/24/19,MTA*MNR ETIX TICKET    877-690-5116  NY ,8.75,Debit,Transportation,Spring
7157,5/24/19,PAYPAL *LYFT RIDE THU  4029357733    CA ,8.08,Debit,Transportation,Spring
7157,5/23/19,PAYPAL *LYFT RIDE WED  4029357733    CA ,5.52,Debit,Transportation,Spring
7157,5/23/19,PAYPAL *LYFT RIDE THU  4029357733    CA ,5.95,Debit,Transportation,Spring
7157,5/23/19,MAX BRENNER UNION SQUA NEW YORK      NY ,250,Debit,Food,Spring
7157,5/22/19,MTA*MNR ETIX TICKET    877-690-5116  NY,8.5,Debit,Transportation,Spring
7157,5/22/19,GOOGLE*TINDER          G.CO HELPPAY# CA,16.25,Debit,Entertainment,Spring
7157,5/21/19,Spotify USA            New York      NY ,4.99,Debit,Entertainment,Spring
7157,5/21/19,MTA*METROCARD MACHINE  NEW YORK      NY,40,Debit,Transportation,Spring
7157,5/21/19,MAMASUSHI              NEW YORK      NY,201.73,Debit,Food,Spring
7157,5/20/19,BP#0030619CROSS BROQPS BRONX         NY,46.22,Debit,Transportation,Spring
7157,5/18/19,AUTOZONE #2987         MT VERNON     NY,24.92,Debit,Transportation,Spring
7157,5/17/19,MTA*MNR ETIX TICKET    877-690-5116  NY ,8.75,Debit,Transportation,Spring
7157,5/17/19,UBER   TRIP            8005928996    CA ,9.72,Debit,Transportation,Spring
7157,5/17/19,PIZZA KING             MOUNT VERNON  NY,17,Debit,Food,Spring
7157,5/15/19,TST* MAKANA 4          NEW YORK      NY,13.66,Debit,Food,Spring
7157,5/15/19,SUHAIL DELI & GROCERY  NEW YORK      NY ,16.26,Debit,Food,Spring
7157,5/13/19,DOF PARKING SERVICE FE BROOKLYN      NY,1.2,Debit,Transportation,Spring
7157,5/13/19,DOF PARKING OPERATIONS BROOKLYN      NY,60,Debit,Transportation,Spring
7157,5/12/19,CVS/PHARMACY #05861    MOUNT VERNON  NY,56.97,Debit,Health,Spring
7157,5/10/19,NYCDOT PARKING METERS  LONG IS CITY  NY ,0.5,Debit,Transportation,Spring
7157,5/10/19,NYCDOT PARKING METERS  LONG IS CITY  NY,0.75,Debit,Transportation,Spring
7157,5/10/19,BP#9412925BP BEST SQPS NEW YORK      NY,40.05,Debit,Transportation,Spring
7157,5/7/19,CAMPUS DELI AND GRILL  NEW YORK      NY,13.75,Debit,Food,Spring
7157,5/3/19,MAMASUSHI              NEW YORK      NY,272,Debit,Food,Spring
7157,5/2/19,DUNKIN #345537 Q35     NEW YORK      NY,3.8,Debit,Food,Spring
7157,5/2/19,CVS/PHARMACY #05861    MOUNT VERNON  NY,10.3,Debit,Health,Spring
7157,4/29/19,DUFRY AERO CIBAO USD   SANTIAGO      DOM,91.5,Debit,Entertainment,Spring
7157,4/29/19,"ONLINE PAYMENT, THANK YOU ",-2000,Credit,Earning,Spring
7157,4/26/19,PYS*0000000000 FIDELI  888-3433547   NY,20,Debit,Health,Spring
7157,4/25/19,EXPEDIA 7429590236221  EXPEDIA.COM   WA,625.35,Debit,Travel,Spring
7157,4/25/19,UBER   *TRIP           800-592-8996  NLD,-2.01,Credit,Transportation,Spring
7157,4/24/19,UBER   *TRIP           800-592-8996  NLD,2.01,Debit,Transportation,Spring
7157,4/23/19,GOOGLE *Tinder         8558363987    CA ,16.25,Debit,Entertainment,Spring
7157,4/22/19,SIX FLAGS GREAT ADVENT 7329282000    NJ,69.76,Debit,Entertainment,Spring
7157,4/22/19,HUDSONNEWS  ST1176     JAMAICA       NY ,5.99,Debit,Food,Spring
7157,4/22/19,HUDSONNEWS  ST1176     JAMAICA       NY,6.03,Debit,Food,Spring
7157,4/22/19,A EAGLE OUTFTR00021584 YONKERS       NY,15.1,Debit,Shopping,Spring
7157,4/22/19,CVS/PHARMACY #05861    MOUNT VERNON  NY,24.44,Debit,Health,Spring
7157,4/22/19,ADIDAS 6542            YONKERS       NY ,27.53,Debit,Shopping,Spring
7157,4/22/19,ZARA USA 6464          YONKERS       NY ,69.95,Debit,Shopping,Spring
7157,4/22/19,A EAGLE OUTFTR00021584 YONKERS       NY,92.67,Debit,Shopping,Spring
7157,4/22/19,BATH AND BODY WORKS 36 YONKERS       NY,31.57,Debit,Shopping,Spring
7157,4/21/19,COCA COLA SOUTH BRUNSW MONMOUTH JCT  NJ,4.5,Debit,Food,Spring
7157,4/21/19,Spotify USA            New York      NY,4.99,Debit,Entertainment,Spring
7157,4/21/19,MCDONALD'S F21770      CREAM RIDGE   NJ,11.98,Debit,Food,Spring
7157,4/21/19,BP#0030619CROSS BROQPS BRONX         NY,20.03,Debit,Transportation,Spring
7157,4/21/19,US GAS & DIESEL        RIDGEFIELD    NJ,41.27,Debit,Transportation,Spring
7157,4/21/19,SIX FLAGS GREAT ADVENT JACKSON       NJ,25,Debit,Entertainment,Spring
7157,4/21/19,SIX FLAGS GREAT ADVENT JACKSON       NJ ,240,Debit,Entertainment,Spring
7157,4/19/19,UBER   TRIP            8005928996    CA,64.56,Debit,Transportation,Spring
7157,4/18/19,UBER                   8005928996    CA,11.37,Debit,Transportation,Spring
7157,4/18/19,MAMASUSHI              NEW YORK      NY,140,Debit,Transportation,Spring
7157,4/17/19,MTA*MNR ETIX TICKET    877-690-5116  NY,8.25,Debit,Transportation,Spring
7157,4/17/19,PAYPAL *PENDING        4029357733    CA,4.91,Debit,Other,Spring
7157,4/17/19,BLOSSOM ICE CREAM      BROOKLYN      NY,15.27,Debit,Food,Spring
7157,4/16/19,TST* MAKANA 4          NEW YORK      NY,10.72,Debit,Food,Spring
7157,4/15/19,MTA*MNR ETIX TICKET    877-690-5116  NY,8.25,Debit,Transportation,Spring
7157,4/15/19,MTA*METROCARD MACHINE  NEW YORK      NY,40,Debit,Transportation,Spring
7157,4/13/19,SEE TICKETS *ELECTRIC  323-9080607   CA,690.81,Debit,Entertainment,Spring
7157,4/11/19,RISTRETTO CAFE         MANHATTAN     NY,6.25,Debit,Food,Spring
7157,4/11/19,AMZN MKTP US*MZ78A2C50 AMZN.COM/BILL WA ,8.58,Debit,Shopping,Spring
7157,4/11/19,CHIPOTLE 1968          NEW YORK      NY ,10.83,Debit,Food,Spring
7157,4/10/19,"ONLINE PAYMENT, THANK YOU",-390.41,Credit,Earning,Spring
7157,4/9/19,CHIPOTLE 1968          NEW YORK      NY,13.5,Debit,Food,Spring
7157,4/7/19,BP#8841215MOUNT VERQPS MOUNT VERNON  NY,20,Debit,Transportation,Spring
7157,4/7/19,AUTOZONE #2987         MT VERNON     NY,30.33,Debit,Transportation,Spring
7157,4/7/19,AUTOZONE #2987         MT VERNON     NY ,-30.33,Credit,Transportation,Spring
7157,4/6/19,MTA*MNR ETIX TICKET    877-690-5116  NY ,8.25,Debit,Transportation,Spring
7157,4/6/19,PIZZA KING             MOUNT VERNON  NY,10,Debit,Food,Spring
7157,4/5/19,TST* MAKANA 4          NEW YORK      NY,25.37,Debit,Food,Spring
7157,4/5/19,NJT MONTCLAIR     0534 NEWARK        NJ,7.75,Debit,Transportation,Spring
7157,4/5/19,NJT NY PENN STA   0114 NEW YORK      NY,7.75,Debit,Transportation,Spring
7157,4/5/19,CHINATOWN FAIR         NEW YORK      NY,20,Debit,Entertainment,Spring
7157,4/5/19,AJISEN NOODLE RESTAURA NEW YORK      NY,16,Debit,Food,Spring
7157,4/1/19,MTA*METROCARD MACHINE  NEW YORK      NY,40,Debit,Transportation,Spring
7157,4/1/19,MTA*METROCARD MACHINE  NEW YORK      NY,40,Debit,Transportation,Spring
7157,3/31/19,BP#6639009MOUNT VERQPS MOUNT VERNON  NY,10.1,Debit,Transportation,Spring
7157,3/30/19,YPA LOT# 033           YONKERS       NY,1.5,Debit,Transportation,Spring
7157,3/30/19,LA PINATA LTD          YONKERS       NY,8.25,Debit,Food,Spring
7157,3/26/19,PYS*0000000000 FIDELI  888-3433547   NY,20,Debit,Health,Spring
7157,3/25/19,"ONLINE PAYMENT, THANK YOU ",-600,Credit,Earning,Spring
7157,3/23/19,76 BOWLMOR 8003425263  NEW YORK      NY,10,Debit,Entertainment,Spring
7157,3/23/19,76 BOWLMOR 8003425263  NEW YORK      NY,50,Debit,Entertainment,Spring
7157,3/22/19,SPIN NEW YORK 54       NEW YORK      NY,50,Debit,Entertainment,Spring
7157,3/21/19,FUMO RESTAURANT        NEW YORK      NY,65,Debit,Food,Spring
7157,3/20/19,MTA*MNR ETIX TICKET    877-690-5116  NY,8.25,Debit,Transportation,Spring
7157,3/20/19,Spotify USA            New York      NY,9.99,Debit,Entertainment,Spring
7157,3/16/19,LOBSTER BOX            BRONX         NY,75,Debit,Food,Winter
7157,3/15/19,EXXONMOBIL    97479406 MOUNT VERNON  NY,20.07,Debit,Transportation,Winter
7157,3/15/19,MTA*MNR ETIX TICKET    877-690-5116  NY,25.5,Debit,Transportation,Winter
7157,3/13/19,MTA*MNR ETIX TICKET    877-690-5116  NY ,8.25,Debit,Transportation,Winter
7157,3/13/19,MTA*METROCARD MACHINE  NEW YORK      NY,40,Debit,Transportation,Winter
7157,3/10/19,IHOP 3553              NEW YORK      NY,16.33,Debit,Food,Winter
7157,3/9/19,BP#8841215MOUNT VERQPS MOUNT VERNON  NY,20,Debit,Transportation,Winter
7157,3/9/19,KOHL'S #0393           YONKERS       NY,25.73,Debit,Shopping,Winter
7157,3/9/19,"ONLINE PAYMENT, THANK YOU",-296.19,Credit,Earning,Winter
7157,3/8/19,SHORTY FARM &  MEAT    BROOKLYN      NY,14.13,Debit,Food,Winter
7157,3/8/19,CL *TRAVEL A           TRIPCHRG.COM  VA,317.19,Debit,Travel,Winter
7157,3/6/19,MTA*MNR ETIX TICKET    877-690-5116  NY,8,Debit,Transportation,Winter
7157,3/6/19,MTA*METROCARD MACHINE  NEW YORK      NY,40,Debit,Transportation,Winter
7157,3/6/19,AMZN Mktp US           Amzn.com/bill WA,-49.94,Credit,Earning,Winter
7157,3/3/19,PAYPAL *PENDING        4029357733    CA,23.14,Debit,Other,Winter
7157,3/1/19,AMZN Mktp US*MI0UM8241 Amzn.com/bill WA,49.95,Debit,Shopping,Winter
7157,2/28/19,MTA*MNR ETIX TICKET    877-690-5116  NY,25.5,Debit,Transportation,Winter
7157,2/27/19,MTA*MNR ETIX TICKET    877-690-5116  NY,8,Debit,Transportation,Winter
7157,2/27/19,MTA*MNR ETIX TICKET    877-690-5116  NY,8.25,Debit,Transportation,Winter
7157,2/27/19,MTA*METROCARD MACHINE  NEW YORK      NY,40,Debit,Transportation,Winter
7157,2/27/19,MTA*MNR ETIX TICKET    877-690-5116  NY,-8,Credit,Earning,Winter
7157,2/26/19,AMZN Mktp US*MI84X21O2 Amzn.com/bill WA ,49.94,Debit,Shopping,Winter
7157,2/25/19,PYS*0000000000 FIDELI  888-3433547   NY,20,Debit,Health,Winter
7157,2/24/19,BP#8841215MOUNT VERQPS MOUNT VERNON  NY,20,Debit,Transportation,Winter
7157,2/21/19,MTA*METROCARD MACHINE  NEW YORK      NY,40,Debit,Transportation,Winter
7157,2/20/19,UBER                   8005928996    CA,5.92,Debit,Transportation,Winter
7157,2/20/19,Spotify USA            New York      NY,9.99,Debit,Entertainment,Winter
7157,2/20/19,"ONLINE PAYMENT, THANK YOU",-59.42,Credit,Earning,Winter
7157,2/20/19,"ONLINE PAYMENT, THANK YOU",-500,Credit,Earning,Winter
7157,2/15/19,SMILERS                NEW YORK      NY,5.44,Debit,Food,Winter
7157,2/13/19,PAYPAL *PENDING        4029357733    CA ,8.59,Debit,Other,Winter
7157,2/10/19,PALISADES NEWS         WEST NYACK    NY,8.88,Debit,Food,Winter
7157,2/10/19,DAVE & BUSTERS 15 PWC  WEST NYACK    NY,29,Debit,Entertainment,Winter
7157,2/9/19,BUFFALO WILD WINGS #32 NEW ROCHELLE  NY,60,Debit,Food,Winter
7157,2/9/19,"ONLINE PAYMENT, THANK YOU",-300,Credit,Earning,Winter
7157,2/8/19,MTA*MNR ETIX TICKET    877-690-5116  NY,8,Debit,Transportation,Winter
7157,2/7/19,PICNIC GARDEN B.B.Q. B FLUSHING      NY,114,Debit,Food,Winter
7157,2/6/19,MTA*MNR ETIX TICKET    877-690-5116  NY,8.25,Debit,Transportation,Winter
7157,2/6/19,MTA*METROCARD MACHINE  NEW YORK      NY,40,Debit,Transportation,Winter
7157,2/4/19,WALGREENS #10411       BRONX         NY,45.59,Debit,Health,Winter
7157,2/2/19,CAFFEBENE KTOWN        NEW YORK      NY,5.07,Debit,Food,Winter
7157,2/2/19,JIN JJA ROO            NEW YORK      NY ,10.88,Debit,Food,Winter
7157,2/2/19,H MART                 NEW YORK      NY,10.98,Debit,Food,Winter
7157,2/1/19,MTA*MNR ETIX TICKET    877-690-5116  NY,8.25,Debit,Transportation,Winter
7157,2/1/19,MTA*METROCARD MACHINE  NEW YORK      NY,40,Debit,Transportation,Winter
7157,2/1/19,AUTOPAY 000000000063797RAUTOPAY AUTO-PMT,-25,Credit,Earning,Winter
7157,1/31/19,CHINELOS II CORP       NEW YORK      NY,43.56,Debit,Food,Winter
7157,1/30/19,UBER                   8005928996    CA,29.41,Debit,Transportation,Winter
7157,1/29/19,BROADWAY GOURMET DELI  NEW YORK      NY,6,Debit,Food,Winter
7157,1/29/19,UNCLE TONY`S  PIZZA    NEW YORK      NY,10.85,Debit,Food,Winter
7157,1/28/19,PYS*0000000000 FIDELI  888-3433547   NY,20,Debit,Health,Winter
7157,1/26/19,MTA*MNR ETIX TICKET    877-690-5116  NY,8.25,Debit,Transportation,Winter
7157,1/26/19,LA PINATA LTD          YONKERS       NY,8.5,Debit,Food,Winter
7157,1/26/19,HAVANA CENTRAL RID     YONKERS       NY,150,Debit,Food,Winter
7157,1/25/19,BY CHLOE BLEECKER      NEW YORK      NY,26.02,Debit,Food,Winter
7157,1/21/19,UBER                   8005928996    CA,8,Debit,Transportation,Winter
7157,1/21/19,REGAL CINEMAS NEW ROC  NEW ROCHELLE  NY,60.6,Debit,Entertainment,Winter
7157,1/20/19,MIRABITO #4            FRANKLIN      NY,9.89,Debit,Other,Winter
7157,1/19/19,MTA*MNR ETIX TICKET    877-690-5116  NY,8,Debit,Transportation,Winter
7157,1/18/19,UBER                   8005928996    CA,38.84,Debit,Transportation,Winter
7157,1/18/19,MTA*METROCARD MACHINE  NEW YORK      NY,41.9,Debit,Transportation,Winter
7157,1/18/19,"ONLINE PAYMENT, THANK YOU",-600,Credit,Earning,Winter
7157,1/13/19,TST*NIPPORI JAPANESE NEW YORK NY,84,Debit,Food,Winter
7157,1/13/19,MTA*MNR ETIX TICKET    877-690-5116  NY ,8,Debit,Transportation,Winter
7157,1/13/19,UBER                   8005928996    CA ,4.6,Debit,Transportation,Winter
7157,1/12/19,SQU*SQ *WINTER VILLAGE New York   NY,56.62,Debit,Shopping,Winter
7157,1/12/19,UBER                   8005928996    CA ,11.45,Debit,Transportation,Winter
7157,1/12/19,MTA*MNR ETIX TICKET    877-690-5116  NY ,10.75,Debit,Transportation,Winter
7157,1/11/19,TST*NIPPORI JAPANESE NEW YORK NY,45,Debit,Food,Winter
7157,1/10/19,DAVE & BUSTERS 15 PWC  WEST NYACK    NY ,32,Debit,Entertainment,Winter
7157,1/9/19,MTA*MNR ETIX TICKET    877-690-5116  NY ,11,Debit,Transportation,Winter
7157,1/8/19,GRUBHUBSUSHIYU2   8775851085   NY,37.56,Debit,Food,Winter
7157,1/8/19,UA UNION SQUARE 14   NEW YORK    NY,34.8,Debit,Entertainment,Winter
7157,1/8/19,MANHATTAN DELI STORE C NEW YORK   NY,12.48,Debit,Food,Winter
7157,1/8/19,MTA*MNR ETIX TICKET    877-690-5116  NY ,9.25,Debit,Transportation,Winter
7157,1/6/19,MTA*METROCARD MACHINE  NEW YORK      NY ,40,Debit,Transportation,Winter
7157,1/5/19,MTA*MNR ETIX TICKET    877-690-5116  NY ,25.5,Debit,Transportation,Winter
7157,1/5/19,MTA*MNR ETIX TICKET    877-690-5116  NY ,25.5,Debit,Transportation,Winter
7157,1/4/19,"ONLINE PAYMENT, THANK YOU               ",-909.35,Credit,Earning,Winter
7157,1/3/19,CITY DINER        NEW YORK      NY,194.1,Debit,Food,Winter
7157,1/1/19,AUTOPAY 000000000063797RAUTOPAY AUTO-PMT,-25,Credit,Earning,Winter
